characters_araber;Araber
spokentexts_a16_hinterdeck_liegestuhl_used_mit_handtuch_st_2;I've heard that some of them get up extra early. On holiday!
texts_a16_kabine_baronin_badetuch_mo_leave_1;Leave the cabin
sequences_a16_kabine_baronin_badetuch_leave_1#1;[The young woman gracefully lowers herself down the towel.]
texts_a16_kabine_baronin_bett_mo_ex_1;Examine the bed
spokentexts_a16_kabine_baronin_bett_ex_1_st_1;Maybe it was a steward who checked whether everything was ready for the baroness' nightly rest?
spokentexts_a16_kabine_baronin_bett_ex_1_st_2;Whoever it was, I should leave as fast as possible before someone comes back!
texts_a16_kabine_baronin_fotos_mo_ex_1__2;Look at the photos
spokentexts_a16_kabine_baronin_fotos_ex_1_st_1;It seems like she was searching for a specific photo-and that she actually found it.
spokentexts_a16_kabine_baronin_fotos_ex_1_st_2;"""Jakob Aust! Now I've got you"", she said."
spokentexts_a16_kabine_baronin_fotos_ex_1_st_3;We got our hands on the list of passengers... but I don't recognize the name.
spokentexts_a16_kabine_baronin_fotos_ex_2_st_1;Hundreds of black and white photos. Many of them tinted. From the twenties and thirties, I guess.
spokentexts_a16_kabine_baronin_fotos_ex_2_st_2;I don't have the time to deal with them.
texts_a16_kabine_baronin_gepaeck_mo_ex_1;Examine the luggage
texts_a16_kabine_baronin_gepaeck_mo_ex_2;Search the luggage
spokentexts_a16_kabine_baronin_gepaeck_ex_1_st_1;Far too many hiding places for a jewel.
spokentexts_a16_kabine_baronin_gepaeck_ex_1_st_2;"But Inch said something about a ""combination"". That sounds like a little safe or a hidden compartment. And she wouldn't have something like that in her suitcase."
spokentexts_a16_kabine_baronin_gepaeck_ex_2_st_1;Luckily, I don't have to go through all of these suitcases.
spokentexts_a16_kabine_baronin_gepaeck_ex_2_st_2;Inch has been travelling with this woman through Europe for months. I almost feel sorry for him. Almost.
texts_a16_kabine_baronin_handtasche_mo_ex_1__2;Search the handbag
spokentexts_a16_kabine_baronin_handtasche_ex_1_st_1;No. The baroness and Inch aren't working together. He wouldn't hide the jewel in her handbag.
spokentexts_a16_kabine_baronin_handtasche_ex_2_st_1;I'm here to steal one of the most valuable jewels in the world, not to swipe the contents of handbags!
texts_a16_kabine_baronin_kleiderpuppe_mo_ex_1__2;Examine the mannequin
spokentexts_a16_kabine_baronin_kleiderpuppe_ex_1_st_1;The mannequin could probably wear my clothes. It'd disappear under the baroness' clothes, though.
spokentexts_a16_kabine_baronin_kleiderpuppe_ex_2_st_1;As a child I often stood in front of shop windows and tried to stand as still as the mannequins.
spokentexts_a16_kabine_baronin_kleiderpuppe_ex_2_st_2;When I got bored I claimed that one of the mannequins had blinked and declared myself the winner.
texts_a16_kabine_baronin_reiseschrank_mo_use_1__2;Open the portable cupboard
spokentexts_a16_kabine_baronin_reiseschrank_ex_1_st_1;A giant portable cupboard... Maybe the jewel is inside?
spokentexts_a16_kabine_baronin_reiseschrank_ex_2_st_1;Inch must have found the secret compartment and been certain that the baroness wasn't using it.
sequences_a16_kabine_baronin_reiseschrank_use_1#1;[The young woman opens the clasp of the portable cupboard and unfolds it.]
spokentexts_a16_kabine_baronin_reiseschrank_use_1_st_1_direction;sarcastically
spokentexts_a16_kabine_baronin_reiseschrank_use_1_st_1;Impressive! For a quick drink on the go.
sequences_a16_kabine_baronin_reiseschrank_use_2#1;[The young woman opens the clasp of the portable cupboard and unfolds it.]
texts_a16_kabine_baronin_schrank_mo_ex_1;Search the cupboard
texts_a16_kabine_baronin_schrank_mo_ex_2;Examine the cupboard
spokentexts_a16_kabine_baronin_schrank_ex_1_st_1_direction;Thoughtfully
spokentexts_a16_kabine_baronin_schrank_ex_1_st_1;No...
spokentexts_a16_kabine_baronin_schrank_ex_1_st_2;Inch said he hid the Eye in the baroness' luggage. Which makes sense.
spokentexts_a16_kabine_baronin_schrank_ex_1_st_3;He can't be certain that he'll have the chance to hide it again when we arrive in Cairo.
spokentexts_a16_kabine_baronin_schrank_ex_1_st_4;I'm sure that the Eye is in the baroness' luggage.
sequences_a16_kabine_baronin_schrank_ex_2#1;[The woman opens the cupboard, sees the audiotape.]
spokentexts_a16_kabine_baronin_schrank_ex_2_st_1;What on earth is going on here?
sequences_a16_kabine_baronin_schrank_ex_2#3;[The young woman looks around.]
spokentexts_a16_kabine_baronin_schrank_ex_2_st_2;I don't like that.
spokentexts_a16_kabine_baronin_schrank_ex_2_st_3;Is someone else after the Eye as well?
sequences_a16_kabine_baronin_schrank_ex_2#6;[The young woman turns back.]
spokentexts_a16_kabine_baronin_schrank_ex_2_st_4;But even if that is the case... What does the audiotape have to do with it?
sequences_a16_kabine_baronin_schrank_ex_2#8;[The woman closes the cupboard.]
spokentexts_a16_kabine_baronin_schrank_ex_2_st_5_direction;pulls herself together, bolsters herself up
spokentexts_a16_kabine_baronin_schrank_ex_2_st_5;I can't let it get to me. I have a job to do!
texts_a16_kabine_baronin_schreibblock_mo_bertrachten_1__2;Examine the notepad
spokentexts_a16_kabine_baronin_schreibblock_ex_1_st_1;The baroness wrote something down and took the slip of paper with her... It's probably not important.
texts_a16_kabine_baronin_sonnenblumenbild_mo_ex_1;Examine the painting
spokentexts_a16_kabine_baronin_sonnenblumenbild_ex_1_st_1;Not even Adil would believe that this painting was an original.
spokentexts_a16_kabine_baronin_sonnenblumenbild_ex_1_st_2;He was interested in art when we first met, but for him it was always about the content, not the technique.
spokentexts_a16_kabine_baronin_sonnenblumenbild_ex_1_st_3;I had my work cut out teaching him to concentrate on the stroke, the material and the signature of the artist.
spokentexts_a16_kabine_baronin_sonnenblumenbild_ex_1_st_4;It's the only way to distinguish an original from a fake.
spokentexts_a16_kabine_baronin_sonnenblumenbild_ex_1_st_5;"""I don't care who painted it as long as it speaks to me"", he said."
spokentexts_a16_kabine_baronin_sonnenblumenbild_ex_1_st_6;A perspective that as an art thief I can't share - but it's charming nonetheless.
texts_a16_kabine_baronin_stuhl_mo_use_1;Slide the chair under the opening
spokentexts_a16_kabine_baronin_stuhl_ex_1_st_1;An old-fashioned chair for an old-fashioned lady.
sequences_a16_kabine_baronin_stuhl_use_1#1;[The young woman pushes the chair under the vent of the funnel.]
sequences_a16_kabine_baronin_stuhl_use_1#2;[Then she climbs on to the chair, pulls down one end of the bath towel, so it is hanging there like before.]
sequences_a16_kabine_baronin_stuhl_use_1#3;[The young woman gets off the chair and pushes it back where it stood before.]
texts_a16_kabine_baronin_tuer_mo_bertrachten_1;Examine the door
texts_a16_kabine_baronin_tuer_mo_leave_1;Leave the cabin
spokentexts_a16_kabine_baronin_tuer_ex_1_st_1;I'd prefer to lock the door. Someone could come in and catch me at any moment.
spokentexts_a16_kabine_baronin_tuer_ex_1_st_2;But it's important not to leave a trace. Inch absolutely cannot find out about us.
spokentexts_a16_kabine_baronin_tuer_ex_1_st_3;I must hurry.
spokentexts_a16_kabine_baronin_tuer_leave_1_st_1;No. I'd better leave the cabin as I entered it. Somebody might see me if I go out through the door.
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#0;[The young woman reaches for the towel. Suddenly she hears a noise at the door. It opens!]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#1;[The woman quickly throws the towel back into the funnel and disappears under the bed only a few seconds later.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#2;[Cut to the sheet under the bed. The young woman lays frightened on the floor and looks out from under the bed.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#3;[Somebody comes closer. Shoes appear in the picture. You can hear how the cover is unfolded. The man is busy with something, then he puts the cover back.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#4;[He heads to the cupboard and disappears from view.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#5;[Cut to the young woman.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#6;[She dares to move slightly forward and look in the man's direction. You can hear how he opens the cupboard and places the audiotape in it.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#7;[The man has finished, the woman crawls back deeper under the bed]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#8;[Cut to the previous shot, the camera is under the bed and looks out from under the bed.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#9;[The feet pass the bed, then they stop. The man seems to look around, thinking about whether he forgot anything.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#10;[Then he is content and walks to the entrance of the cabin. You can hear the door opening and then closing, everything is quiet again.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt#11;[The woman crawls out of her hiding place and stands up.]
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_auftritt_arzt_st_1;That was close.
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_betreten#0;[You see the end of the animation in which the young woman gracefully climbs down the bath towel.]
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken#0;[The young woman slides back into the cabin. She heads to the cupboard and glances at the bed. She finds the baroness' corpse covered in blood.]
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken_st_1_direction;shocked outcry
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken_st_1;Wahhh!
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken_st_2_direction;quietly to herself
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken_st_2;Oh my god!
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken#3;[Knocking on the door.]
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken_st_3;Baroness von Trebitz? Are you okay?
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken#5;[The woman whirls to the door, pauses for a second, has to prevent herself from taking the jewel, then finally climbs up the bath towel.]
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken_st_4;Hello? Baroness?
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken#7;[The carer tries to open the door, rattles.]
spokentexts_a16_kabine_baronin_seq_a16_kabine_baronin_leiche_entdecken_st_5;Hello?
sequences_a16_kabine_baronin_seq_a16_kabine_baronin_reiseschrank_ende#0;[The young woman closes the portable cupboard, so it stands there just as before.]
texts_a16_kabine_baronin_geheimfach_ausgang_mo_leave;Finish the investigation
spokentexts_a16_kabine_baronin_geheimfach_ausgang_leave_1_st_1;Well... Then I should... Wait! What's that? A note!
texts_a16_kabine_baronin_geheimfach_mechanismus_mo_ex_1__2__3;Examine the mechanism
spokentexts_a16_kabine_baronin_geheimfach_mechanismus_ex_1_st_1;To me it looks like a combination lock. A good one too.
spokentexts_a16_kabine_baronin_geheimfach_mechanismus_ex_1_st_2;The door only opens when the right symbols are in place.
spokentexts_a16_kabine_baronin_geheimfach_mechanismus_ex_2_st_1;There are outlines of animals. A dog, a cat, a bear and a rooster, amongst others.
spokentexts_a16_kabine_baronin_geheimfach_mechanismus_ex_2_st_2;Eight symbols per cylinder. That means more than four thousand possible combinations.
spokentexts_a16_kabine_baronin_geheimfach_mechanismus_ex_3_st_1;If only I knew three of the four symbols, I could easily guess the last.
spokentexts_a16_kabine_baronin_geheimfach_mechanismus_ex_3_st_2;But whilst I don't know at least three of them, I can't go any further.
texts_a16_kabine_baronin_geheimfach_tuer_mo_ex_1__2;Examine the door
spokentexts_a16_kabine_baronin_geheimfach_tuer_ex_1_st_1;I'd put money on the Eye of the Sphinx being behind this door.
spokentexts_a16_kabine_baronin_geheimfach_tuer_ex_1_st_2;I don't think anyone would bet against me.
spokentexts_a16_kabine_baronin_geheimfach_tuer_ex_2_st_1;The door is locked. I have to find the right combination to get in.
texts_a16_kabine_baronin_geheimfach_zettel_mo_ex_1__2;Examine the slip
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_1;Hmm...
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_2_direction;reads out loud
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_2;Nefertiti, Guernica, AD, Buonarroti's Adam...
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_3;This could be a memory aid for the baroness. And it would explain how Inch discovered the combination.
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_4;I'm going to copy the hints.
sequences_a16_kabine_baronin_geheimfach_zettel_ex_1#5;[The prompts are written in the quest log.]
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_5;Hmm. As I see it, I have to decifer these clues to find three of the symbols. Then I can guess the fourth.
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_6_direction;a bit puzzled
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_1_st_6;Well. Nefertiti was an Egyptian queen. The monogram and the two other clues aren't much help...
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_2_st_1;I copied the hints into my diary.
spokentexts_a16_kabine_baronin_geheimfach_zettel_ex_2_st_2;Maybe someone on board can help me to figure out at least three of the four symbols.
texts_a16_kabine_baronin_luefungsschacht_luke_mo_use_1__2;Enter the cabin
spokentexts_a16_kabine_baronin_luefungsschacht_luke_use_1_st_1;I could easily let myself drop down into the cabin.
spokentexts_a16_kabine_baronin_luefungsschacht_luke_use_1_st_2;But how would I climb out again? I mean, without putting a chair or something like that under the entrance and leaving a clue behind?
spokentexts_a16_kabine_baronin_luefungsschacht_luke_use_1_st_3;First I need a way to climb back into the ventilation shaft.
sequences_a16_kabine_baronin_luefungsschacht_luke_use_1#5;[The woman begins to push herself back through the funnel.]
spokentexts_a16_kabine_baronin_luefungsschacht_luke_use_2_st_1;OK. I'll lay the pole across the opening and lower myself down with the towel. I can get out the same way!
sequences_a16_kabine_baronin_luefungsschacht_luke_use_2#2;[Cut to the cabin (you can see the funnel).]
sequences_a16_kabine_baronin_luefungsschacht_luke_use_2#3;[The hatch is removed and disappears into the funnel. Then a bath towel is lowered down into the cabin.]
sequences_a16_kabine_baronin_luefungsschacht_luke_use_2#4;[The young woman gracefully lowers herself down the bath towel .]
sequences_a16_kabine_baronin_luefungsschacht_luke_use_2#5;[Shot to the normal cabin view, the player takes control.]
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#0;[The young woman pulls herself forward in the funnel and looks through a grid in the bottom of the funnel into the cabin (Idle).]
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#1;[Cut to the cabin. In this shot you see some things from the cabin but also the baroness and the grid.]
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#2;[The baroness knees on the floor and is furiously searching for a picture.]
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#3;[Cut to the normal cabin-shot.]
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#4;[The baroness finds a picture that she was obviously searching for. She freezes..
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_1_direction;in satisfaction
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_1;Jakob Aust!
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#6;[The baroness takes the picture, stands up and spins gleefully on the spot!]
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_2_direction;Triumphantly
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_2;I've finally got you!
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#8;[She places the photo on a table, takes a glass bottle, pours herself a sip and downs it. She is thinking about something and still has the glass in her hand (Idle).]
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_3_direction;Thinking gloomy thoughts
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_3;I'll have them arrest you and justice will be done.
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#10;[She put the glass decidedly back on the table. Then she goes to the door and pulls it open (Idle).]
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_4_direction;muted from outside
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_4;Can I be of assistance, madam?
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_5_direction;in a good mood
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_5;You can get out of the way!
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_7;Shall I tidy up, madam?
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_8;No. It's time to celebrate!
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#16;[The baroness leaves the cabin and closes the door.]
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#17;[Suddenly it's dark and quiet. Cut back into the funnel after about 2 sec.]
sequences_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick#18;[From now on the butler is nowhere to be seen.]
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_9_direction;whispering
spokentexts_a16_kabine_baronin_luefungsschacht_seq_a16_kabine_baronin_luefungsschacht_erster_blick_st_9;Excellent. The coast is clear.
texts_a16_kabine_baronin_reiseschrank_ausgang_mo_leave;Finish the investigation
texts_a16_kabine_baronin_reiseschrank_flaschen_mo_ex_1__2;Examine the bottles
spokentexts_a16_kabine_baronin_reiseschrank_flaschen_ex_1_st_1;Gin, whiskey, liqueur, sherry, vodka, brandy and champagne. Every bottle is at least half empty.
spokentexts_a16_kabine_baronin_reiseschrank_flaschen_ex_2_st_1;I wonder what the baroness is running away from. Loneliness? Disappointment? Grief?
texts_a16_kabine_baronin_reiseschrank_glaeser_mo_ex_1;Examine the glasses
spokentexts_a16_kabine_baronin_reiseschrank_glaeser_ex_1_st_1;A suitable glass for every occasion. But most of them look more or less unused.
spokentexts_a16_kabine_baronin_reiseschrank_glaeser_ex_1_st_2;The baroness probably disregards style and etiquette when she's drinking alone and just uses the same glass.
texts_a16_kabine_baronin_reiseschrank_lederriemen_mo_ex_1;Examine the leather strap
texts_a16_kabine_baronin_reiseschrank_lederriemen_mo_use_1;Open the secret compartment
spokentexts_a16_kabine_baronin_reiseschrank_lederriemen_ex_1_st_1;What's that?
spokentexts_a16_kabine_baronin_reiseschrank_lederriemen_ex_1_st_2;A small leather strap?
sequences_a16_kabine_baronin_reiseschrank_lederriemen_ex_1#3;[The woman carefully pulls the strap. Because of that a drawer with 2-3 bottles moves aside. Behind it appears the secret drawer.]
spokentexts_a16_kabine_baronin_reiseschrank_lederriemen_ex_1_st_3_direction;is happy to have found something
spokentexts_a16_kabine_baronin_reiseschrank_lederriemen_ex_1_st_3;Aha!
sequences_a16_kabine_baronin_reiseschrank_lederriemen_ex_1#5;[Cut to the close-up secret drawer.]
sequences_a16_kabine_baronin_reiseschrank_lederriemen_use_1#1;[The woman carefully pulls the strap. Because of that a drawer with 2-3 bottles moves aside. Behind it appears the secret drawer.]
sequences_a16_kabine_baronin_reiseschrank_lederriemen_use_1#2;[Cut to the close-up secret drawer.]
texts_a16_kabine_baronin_reiseschrank_schublade1_mo_ex_1;Search the drawer
sequences_a16_kabine_baronin_reiseschrank_schublade1_ex_1#1;[The drawer opens.]
spokentexts_a16_kabine_baronin_reiseschrank_schublade1_ex_1_st_1;Napkins and towels, but no jewel.
spokentexts_a16_kabine_baronin_reiseschrank_schublade1_ex_1_st_2;Some napkins and towels... Nothing I can use.
sequences_a16_kabine_baronin_reiseschrank_schublade1_ex_1#3;[The drawer closes.]
texts_a16_kabine_baronin_reiseschrank_schublade2_mo_ex_1;Search the drawer
sequences_a16_kabine_baronin_reiseschrank_schublade2_ex_1#1;[The drawer opens.]
spokentexts_a16_kabine_baronin_reiseschrank_schublade2_ex_1_st_1;Corkscrew, bottle opener, coaster... Nothing else.
spokentexts_a16_kabine_baronin_reiseschrank_schublade2_ex_1_st_2;Corkscrew, bottle opener, coaster... I can't use any of these.
sequences_a16_kabine_baronin_reiseschrank_schublade2_ex_1#3;[The drawer closes.]
texts_a16_kabine_baronin_reiseschrank_tuer_mo_ex_1;Search the shelf
sequences_a16_kabine_baronin_reiseschrank_tuer_ex_1#1;[The door opens.]
spokentexts_a16_kabine_baronin_reiseschrank_tuer_ex_1_st_1;Hmm. More bottles. Might be the good stuff.
sequences_a16_kabine_baronin_reiseschrank_tuer_ex_1#3;[The door closes.]
sequences_a16_kabine_baronin_reiseschrank_seq_a16_kabine_baronin_reiseschrank_geheimfach_ende#0;[The secret drawer closes.]
texts_a16_kabine_frau_ausgang_mo_leave_1;Leave the cabin
sequences_a16_kabine_frau_ausgang_leave_1#1;[The woman leaves the cabin.]
texts_a16_kabine_frau_badezimmer_mo_ex_1__2;Examine the bathroom
texts_a16_kabine_frau_badezimmer_mo_talk_mit_1__2;Talk to Adil
spokentexts_a16_kabine_frau_badezimmer_ex_1_st_1;We booked this cabin because it's centrally located. Easy to duck in whenever we need to.
spokentexts_a16_kabine_frau_badezimmer_ex_1_st_2_direction;she lies
spokentexts_a16_kabine_frau_badezimmer_ex_1_st_2;Of course, the fact that it's a first-class cabin with a huge bathroom and shower had nothing to do with it.
spokentexts_a16_kabine_frau_badezimmer_ex_2_st_1;As soon as I've swapped the jewels, I'll treat myself to a hot shower and then we'll see how the evening progresses.
spokentexts_a16_kabine_frau_badezimmer_ex_3_st_1;I could use a hot shower. Crawling through ventilation ducts is a dirty job.
spokentexts_a16_kabine_frau_badezimmer_ex_3_st_2;But business before pleasure.
spokentexts_a16_kabine_frau_badezimmer_talk_mit_1_st_1_direction;loud
spokentexts_a16_kabine_frau_badezimmer_talk_mit_1_st_1;Adil?
spokentexts_a16_kabine_frau_badezimmer_talk_mit_1_st_2_direction;from the shower
spokentexts_a16_kabine_frau_badezimmer_talk_mit_1_st_2;Yes?
sequences_a16_kabine_frau_badezimmer_talk_mit_1#3;[The shower is turned off, the sound of water stops.]
sequences_a16_kabine_frau_badezimmer_talk_mit_1#4;[The Arabian's head appears in the semi-open doorway.]
spokentexts_a16_kabine_frau_badezimmer_talk_mit_2_st_1;I'll humor the king of long showers. I don't know what I'd ask him anyway.
texts_a16_kabine_frau_bett_mo_ex_1__2;Look at Adil
spokentexts_a16_kabine_frau_bett_ex_1_st_1;It happened pretty fast between us. It was magic when we first met.
sequences_a16_kabine_frau_bett_ex_1#2;[The woman hunches her shoulders.]
spokentexts_a16_kabine_frau_bett_ex_1_st_2;Birds of a feather flock together.
spokentexts_a16_kabine_frau_bett_ex_1_st_3;And he can be very charming!
spokentexts_a16_kabine_frau_bett_ex_1_st_4_direction;snoring
spokentexts_a16_kabine_frau_bett_ex_1_st_4;*snore*
spokentexts_a16_kabine_frau_bett_ex_2_st_1;Daddy wasn't at all amused when I brought him home, mind.
spokentexts_a16_kabine_frau_bett_ex_2_st_2;But don't I think he'd have been satisfied with anyone.
texts_a16_kabine_frau_halskette_mo_inventar_1__2;Necklace
texts_a16_kabine_frau_halskette_mo_used_mit_salatzange_1;Combine the necklace with the salad tongs
spokentexts_a16_kabine_frau_tasche_ex_1_st_2;I got the necklace from my father. It's supposed to remind me that money isn't the most important thing in life.
spokentexts_a16_kabine_frau_tasche_ex_1_st_3_direction;quoting
spokentexts_a16_kabine_frau_tasche_ex_1_st_3;"""If you all you've got is this penny, as well as family and friends, then you're a very rich girl,"" he said."
spokentexts_a16_kabine_frau_halskette_ex_2_st_1;I'm going to repair the necklace. But that can wait until tonight.
spokentexts_a16_kabine_frau_halskette_used_mit_salatzange_1_st_1;Hmm... I could jam the penny in and make a kind of improvised screwdriver... Why not?
sequences_a16_kabine_frau_halskette_used_mit_salatzange_1#2;[From now on the necklace has a new Icon (without penny) and the penny sits in the middle of the salad tongs (see there).]
texts_a16_kabine_frau_handtasche_mo_ex_1__2;Examine the handbag
spokentexts_a16_kabine_frau_handtasche_ex_1_st_1;Handbags, dresses and high heels are the reason why there aren't many successful female thieves.
spokentexts_a16_kabine_frau_handtasche_ex_1_st_2;They're all incredibly inconvenient if you want to climb around.
spokentexts_a16_kabine_frau_handtasche_ex_2_st_1;There's nothing interesting in the handbag. I'll leave it here.
texts_a16_kabine_frau_penny_mo_inventar_1;Penny
texts_a16_kabine_frau_penny_mo_used_mit_salatzange_1;Combine the penny with the salad tongs
spokentexts_a16_oberdeck_lueftungsschacht_used_mit_halskette_1_st_3;The penny fits perfectly into the screw slot. But my fingers aren't strong enough to unscrew the screw.
spokentexts_a16_kabine_frau_penny_used_mit_salatzange_1_st_1;That's it! I can jam the penny in and make an improvised screwdriver!
sequences_a16_kabine_frau_penny_used_mit_salatzange_1#2;[From now on the necklace has a new Icon (without penny) and the penny sits in the middle of the salad tongs (see there).]
texts_a16_kabine_frau_tasche_mo_ex_1;Search the suitcase
