characters_araber;Araber
spokentexts_a20_dach_kletterausruestung_ex_1_st_1;C'est exactement le même équipement que j'ai utilisé pour le cambriolage de Londres.
spokentexts_a20_dach_kletterausruestung_ex_1_st_2;Il ne manque que le masque. Inch veut-il s'assurer que les caméras de surveillance voient mon joli minoi ?
sequences_a20_dach_kletterausruestung_use_1#1;"[The whole idea is the ""Move"" not to worry about fade to black, but with a couple of cuts that covers up that the Arab can not really change his clothes. After the short sequence he stands in the burglar outfit.]"
sequences_a20_dach_kletterausruestung_use_1#2;[The Arab picks up the climbing gear. Cut to closeup. It can be seen how he throws the equipment over the shoulders.]
sequences_a20_dach_kletterausruestung_use_1#3;[Cut to the thigh, which are already in the climbing equipment. The camera moves up and you can just see how the Arab grabs the belt.]
sequences_a20_dach_kletterausruestung_use_1#4;[Cut to a long shot, the Arab  stands in burglar outfit and checks here and there a belt.]
texts_a20_dach_kurbel_mo_ex_1;Examiner la manivelle
texts_a20_dach_kurbel_mo_use_1;Utiliser la manivelle avec...
spokentexts_a20_dach_kurbel_ex_1_st_1_direction;whistle
spokentexts_a20_dach_kurbel_ex_1_st_1;*siffle*
sequences_a20_dach_kurbel_ex_1#2;[The Arab grabs the crank, looks at it.]
spokentexts_a20_dach_kurbel_ex_1_st_2;Une manivelle... Utile pour ouvrir les fenêtres qui sont trop lourdes pour être manipulées à mains nues !
spokentexts_a20_dach_kurbel_ex_1_st_3;Ta nouvelle demeure.
sequences_a20_dach_kurbel_ex_1#5;[The Arab lays the crank next to the window.]
spokentexts_a20_dach_kurbel_ex_2_st_1;Les laveurs de carreaux n'auraient jamais dû laisser la manivelle ici. Je peux peut être l'utiliser pour ouvrir la fenêtre. 
texts_a20_dach_lappen_mo_ex_1;Examiner les outils des laveurs de carreaux
texts_a20_dach_lappen_mo_inventar_1;Chiffon
texts_a20_dach_lappen_mo_use_1;Utiliser le chiffon avec...
spokentexts_a20_dach_lappen_ex_1_st_1;Je n'ai pas besoin de la raclette. Le seau ? Hmm. Pas vraiment.
spokentexts_a20_dach_lappen_ex_1_st_2;Par contre ce chiffon... Je pourrais effacer mes empreintes avec.
sequences_a20_dach_lappen_ex_1#3;[The Arab takes the cloth and puts it on.]
spokentexts_a20_dach_lappen_ex_2_st_1;Un petit chiffon. Peut être pour essuyer les vitres ?
spokentexts_a20_dach_lappen_ex_3_st_1;Le chiffon est trempé.
sequences_a20_dach_lappen_use_1#1;[As soon as you click on the cloth, it sticks on the cursor and can be used with things in the scene.]
texts_a20_dach_scheibe_mo_ex_1-4;Examiner la fenêtre
texts_a20_dach_scheibe_mo_ex_6;Examiner l'entrée
texts_a20_dach_scheibe_mo_leave_1;Descendre en rappel dans la salle au trésor
texts_a20_dach_scheibe_mo_use_1__2;Ouvrir la fenêtre
texts_a20_dach_scheibe_mo_used_mit_kaugummipapier_1-3;Neutraliser le courant électrique avec le papier du chewing-gum
texts_a20_dach_scheibe_mo_used_mit_kurbel_1-3;Ouvrir la fenêtre avec la manivelle
texts_a20_dach_scheibe_mo_used_mit_lappen_1;Essuyer la fenêtre
texts_a20_dach_scheibe_mo_used_mit_lappen_2_3;Utiliser le chiffon sur la fenêtre
texts_a20_dach_scheibe_mo_used_mit_messer_1_2;Utiliser le couteau sur la fenêtre
sequences_a20_dach_scheibe_ex_1#1;[The Arab leans on the glass roof, uses a hand to protect himself against the sun.]
spokentexts_a20_dach_scheibe_ex_1_st_1;Je vois la salle au trésor.
spokentexts_a20_dach_scheibe_ex_1_st_2;Il y a plusieurs personnes en bas. Je crois que l'Oeil est en train d'arriver.
sequences_a20_dach_scheibe_ex_1#4;[The Arab pushes himself off from the glass roof, is back down to normal.]
spokentexts_a20_dach_scheibe_ex_2_st_1;On peut ouvrir cette fenêtre. Elle doit servir d'accès aux laveurs et aux techniciens quand ils doivent travailler ici dans la coupole.
sequences_a20_dach_scheibe_ex_2#2;[The Arab leans with one hand, looks at the glass along in the direction locking mechanism.]
spokentexts_a20_dach_scheibe_ex_2_st_2;Hmm. Il y a un mécanisme qui ouvre la fenêtre quand on tourne la manivelle.
spokentexts_a20_dach_scheibe_ex_2_st_3;Hmm. Je vois deux contacts sur le bord. Un bout de métal est coincé entre les deux et fixé à la fenêtre.
spokentexts_a20_dach_scheibe_ex_2_st_4;Si j'ouvre la fenêtre le bout de métal va bouger, casser le circuit et déclencher l'alarme...
spokentexts_a20_dach_scheibe_ex_2_st_5;À moins que les gardes n'aient été prévenus à l'avance, mais je doute que ce soit le cas ici. Je dois contourner le circuit !
sequences_a20_dach_scheibe_ex_2#7;[The Arab pushes himself back from the window and stands there normal.]
spokentexts_a20_dach_scheibe_ex_3_st_1;Je dois trouver un moyen d'atteindre les contacts électriques du système d'alarme et neutraliser le circuit... Je pourrais ensuite ouvrir la fenêtre sans danger.
spokentexts_a20_dach_scheibe_ex_4_st_1;Sans le caoutchouc, il y a un espace d'un ou deux centimètres sous la fenêtre. Juste assez pour glisser deux doigts au travers.
spokentexts_a20_dach_scheibe_ex_5_st_1;L'eau du chiffon devrait pouvoir conduire l'électricité d'un contact à l'autre, même si le bout de métal bouge quand la fenêtre sera ouverte...
spokentexts_a20_dach_scheibe_ex_6_st_1;Voilà mon accès au musée. Reste à savoir comment je vais descendre.
spokentexts_a20_dach_scheibe_use_1_st_1;J'ai contourné le circuit. Mais je ne peux pas ouvrir la fenêtre comme ça. Il me faut une manivelle ou quelque chose dans le genre.
spokentexts_a20_dach_scheibe_use_2_st_1;Cette manivelle devrait faire l'affaire.
sequences_a20_dach_scheibe_use_2#2;[The Arab picks up the crank, puts it on and opens the window. Then he puts the crank on the wall next to the open window.]
spokentexts_a20_dach_scheibe_use_2_st_2;Parfait, pas d'alarme !
spokentexts_a20_dach_scheibe_used_mit_kaugummipapier_1_st_1;Comment ce truc fonctionne-t-il ? Les contacts sont de l'autre côté de la fenêtre ! Je ne peux pas les atteindre.
spokentexts_a20_dach_scheibe_used_mit_kaugummipapier_2_st_1;Oui... Le papier aluminium pourrait contourner le circuit...
sequences_a20_dach_scheibe_used_mit_kaugummipapier_2#2;[The Arab pulls out the wrapping paper of the gum stick and puts his hand through the slot.]
spokentexts_a20_dach_scheibe_used_mit_kaugummipapier_2_st_2;Argh ! C'est serré.
sequences_a20_dach_scheibe_used_mit_kaugummipapier_2#4;[The Arab tries ion, it seems not to work quite.]
spokentexts_a20_dach_scheibe_used_mit_kaugummipapier_2_st_3;Je peux contourner le circuit avec le papier, mais je n'arrive pas... Ahh ! Punaise !
spokentexts_a20_dach_scheibe_used_mit_kaugummipapier_2_st_4;Le papier m'a échappé !
sequences_a20_dach_scheibe_used_mit_kaugummipapier_2#7;[The Arab pulls his hand back, stands up.]
spokentexts_a20_dach_scheibe_used_mit_kaugummipapier_2_st_5;Ça n'aurait pas marché de toute façon. L'espace était trop petit.
spokentexts_a20_dach_scheibe_used_mit_kaugummipapier_3_st_1;C'était une solution de secours mais le chiffon mouillé devrait marcher tout aussi bien.
sequences_a20_dach_scheibe_used_mit_kurbel_1#2;[The Arab leans with one hand, looks at the glass along in the direction locking mechanism.]
sequences_a20_dach_scheibe_used_mit_kurbel_1#7;[The Arab pushes himself back from the window and stands there normal.]
sequences_a20_dach_scheibe_used_mit_kurbel_3#1;[The Arab picks up the crank, puts it on and opens the window. Then he puts the crank on the wall next to the open window.]
spokentexts_a20_dach_scheibe_used_mit_lappen_1_st_1;Ce n'est pas vraiment mon boulot.
spokentexts_a20_dach_scheibe_used_mit_lappen_2_st_1;Qu'est-ce que c'est censé faire ? Les chiffons ne sont pas conducteurs.
sequences_a20_dach_scheibe_used_mit_lappen_3#1;[The Arab takes the wet rag, kneels down in front of the window and presses the wet rag through the crack under the window.]
spokentexts_a20_dach_scheibe_used_mit_lappen_3_st_1;OK, C'est parti. Et maintenant en arrière... et en avant... et à bientôt !
sequences_a20_dach_scheibe_used_mit_lappen_3#3;[The Arab is shaking the cloth back and forth and then let him roll over so that he lands on the contacts.]
spokentexts_a20_dach_scheibe_used_mit_lappen_3_st_2;C'est bon ! Le chiffon mouillée est pile sur les contacts !
sequences_a20_dach_scheibe_used_mit_lappen_3#5;[The Arab stands up, wiping his hands dry on his pants and stands normally.]
spokentexts_a20_dach_scheibe_used_mit_messer_1_st_1;Hmm. Je ne peux pas sortir les fenêtres de leur support. Mais il y a du caoutchouc en bas et sur les côtés de la fenêtre...
sequences_a20_dach_scheibe_used_mit_messer_1#2;[The Arab pulls out a knife, cuts down at the window and finally moves a thick rubber strips (about 1-1.5 cm in diameter) out.]
sequences_a20_dach_scheibe_used_mit_messer_1#3;[The Arab throws the seal aside and takes the knife.]
spokentexts_a20_dach_scheibe_used_mit_messer_1_st_2;Le toit du musée est maintenant officiellement source de courants d'air.
spokentexts_a20_dach_scheibe_used_mit_messer_2_st_1;J'ai enlevé autant de caoutchouc que possible. Impossible d'élargir l'espace davantage avec le couteau.
texts_a20_dach_seil_mo_ex_2__3;Examiner la corde
texts_a20_dach_seil_mo_use_1;Utiliser la corde avec...
texts_a20_dach_seil_mo_use_2;Descendre en rappel
spokentexts_a20_dach_seil_ex_1a_st_1;Une bonne corde, et suffisamment longue pour descendre en rappel dans la salle au trésor.
spokentexts_a20_dach_seil_ex_1b_st_1;Je vais la laisser ici tant que je ne suis pas prêt.
sequences_a20_dach_seil_use_1#1;"[Sequence ""Araber_seilt_sich_ab"" is played.]"
texts_a20_dach_stoffbeutel_mo_inventar_1;Sac en tissu
spokentexts_a20_dach_stoffbeutel_ex_1_st_1;Un petit sac en tissu qui peut êtré noué.
spokentexts_a20_dach_stoffbeutel_ex_1_st_2;Il y avait un paquet de chewing-gum contenant un diamant dans le sac. Inch voulait être sûr qu'il ne s'égare pas.
texts_a20_dach_tasche_mo_ex_1;Fouiller le sac
texts_a20_dach_tasche_mo_ex_2;Examiner le sac
sequences_a20_dach_tasche_ex_1#1;[The Arab picks up the bag, put them on a wall, opens it and begins to search in it.]
sequences_a20_dach_tasche_ex_1#2;[The Arab takes out climbing equipment, places them next to the wall.]
spokentexts_a20_dach_tasche_ex_1_st_1;De l'équipement d'escalade...
sequences_a20_dach_tasche_ex_1#4;[The Arab grabs in again, pulls out a rope and putts it on the equipment.]
spokentexts_a20_dach_tasche_ex_1_st_2;Dont une corde...
sequences_a20_dach_tasche_ex_1#6;[The Arab pushes apart the bag and looks inside.]
spokentexts_a20_dach_tasche_ex_1_st_3;Un sac en tissu...
sequences_a20_dach_tasche_ex_1#8;[The Arab grabs into his pocket, pulls out the bag and looks at it.]
sequences_a20_dach_tasche_ex_1#9;[The Arab opens the bag.]
spokentexts_a20_dach_tasche_ex_1_st_4_direction;irritated
spokentexts_a20_dach_tasche_ex_1_st_4;Hmm ?
spokentexts_a20_dach_tasche_ex_1_st_5_direction;irritated
spokentexts_a20_dach_tasche_ex_1_st_5;Un paquet de chewing-gum ?
spokentexts_a20_dach_tasche_ex_1_st_6;Pourquoi Inch a-t-il mis un paquet de chewing-gum dans le sac ?
sequences_a20_dach_tasche_ex_1#13;[The Arab takes the pack of gum and the bag and puts it in his pocket. Then he looks again into the bag.]
spokentexts_a20_dach_tasche_ex_1_st_7;C'est tout.
sequences_a20_dach_tasche_ex_1#15;[The Arab let the bag fall in front of the wall on the ground.]
spokentexts_a20_dach_tasche_ex_1_st_8;De l'équipement d'escalade et un paquet de chewing-gum ! Je commence à me sentir sous-équipé pour ce cambriolage.
spokentexts_a20_dach_tasche_ex_1_st_9_direction;breathes little and annoyed
spokentexts_a20_dach_tasche_ex_1_st_9;*expire*. On dirait que je vais devoir improviser.
spokentexts_a20_dach_tasche_ex_2_st_1;Il n'y a rien d'autre dans le sac, et ce dernier m'est inutile.
texts_a20_dach_wasserhahn_mo_ex_1;Examiner le robinet
texts_a20_dach_wasserhahn_mo_use_1;Ouvrir le robinet
texts_a20_dach_wasserhahn_mo_used_mit_lappen_1;Mouiller le chiffon
spokentexts_a20_dach_wasserhahn_ex_1_st_1;Le robinet sert peut être à dépressuriser le réservoir si il pleut trop ?
spokentexts_a20_dach_wasserhahn_ex_1_st_2;Ou c'est simplement un moyen pratique pour les laveurs de carreaux d'obtenir de l'eau fraîche ici.
sequences_a20_dach_wasserhahn_use_1#1;[The Arab turned on the tap, water runs out.]
sequences_a20_dach_wasserhahn_use_1#2;[Shortly afterwards, he closes the tap again.]
sequences_a20_dach_wasserhahn_used_mit_lappen_1#1;[The Arab pulls out the cloth, holding it under the tap and turn on the tap. The water runs through the cloth.]
spokentexts_a20_dach_wasserhahn_used_mit_lappen_1_st_1;Wahou ! Froide !
sequences_a20_dach_wasserhahn_used_mit_lappen_1#3;[The Arab closes the tap again and holds the dripping cloth with two fingers infront to himself.]
spokentexts_a20_dach_wasserhahn_used_mit_lappen_1_st_2;Complètement trempé. Je ne vais pas le mettre dans ma poche dans cet état !
sequences_a20_dach_wasserhahn_used_mit_lappen_1#5;[The Arab lays the cloth next to the window.]
sequences_a20_dach_seq_a20_dach_araber_seilt_sich_ab#0;[The Arab grabs the rope. Then he climbs through the window and looks down.]
spokentexts_a20_dach_seq_a20_dach_araber_seilt_sich_ab_st_1_direction;whisper
spokentexts_a20_dach_seq_a20_dach_araber_seilt_sich_ab_st_1;OK. Je ne vois personne...
sequences_a20_dach_seq_a20_dach_araber_seilt_sich_ab#2;[The Arab attaches the rope to the grid and hooks it on. He don't throws the rope down, but rather keeps it at the body. Then he climbed over the railing and begins to lowers down on the rope.]
sequences_a20_dach_seq_a20_dach_araber_seilt_sich_ab#3;[Next in the the treasure room.]
sequences_a20_dach_seq_a20_dach_araber_start#0;[The Arab Is on the wall with the secret door, his hand thoughtfully placed on the wall. He takes the hand away, and goes into normal position.]
spokentexts_a20_dach_seq_a20_dach_araber_start_st_1_direction;exhale long and deep
spokentexts_a20_dach_seq_a20_dach_araber_start_st_1;Pfiu.
spokentexts_a20_dach_seq_araber_will_sich_abseilen_ohne_kletterausruestung_st_1;Pas sans l'équipement d'escalade.
texts_a20_keller_ausgang_haupthalle_mo_ex_1;Toucher le mur
texts_a20_keller_ausgang_haupthalle_mo_ex_2;Examiner le mécanisme
texts_a20_keller_ausgang_haupthalle_mo_use_1;Ouvrir la porte secrète
sequences_a20_keller_ausgang_haupthalle_ex_1#1;[The Arab scans the wall.]
spokentexts_a20_keller_ausgang_haupthalle_ex_1_st_1;Il y a une sorte de mécanisme par ici, mais impossible de voir quoi que ce soit sans lumière !
spokentexts_a20_keller_ausgang_haupthalle_ex_2_st_1;D'après les plans, il devrait y avoir une porte secrète menant au hall principal par ici. Ce doit être le mécanisme de verrouillage.
sequences_a20_keller_ausgang_haupthalle_use_1#1;[The Arab makes something at the mechanism. Then he released him.]
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_1;Tout doux.
sequences_a20_keller_ausgang_haupthalle_use_1#3;[The Arab pushes the door very carefully a piece.]
sequences_a20_keller_ausgang_haupthalle_use_1#4;[Suddenly a woman's hand grabs on the door and opens it farther and faster. The Arab is terrified.]
sequences_a20_keller_ausgang_haupthalle_use_1#5;[The young woman appears in the door, with one hand she opened the door, in the other she carries a bag over his chest. She looks dispirited.]
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_2_direction;surprised worried
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_2;Qu'est-ce que... Que fais-tu ici ?
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_3_direction;worried, anxious
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_3;Si Inch te surprenait ?!
sequences_a20_keller_ausgang_haupthalle_use_1#8;[The door opens a bit more. The butler stands behind the young woman and pushes her into the basement. The Arab staggers back in shock and fear.]
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_4_direction;shocked, toneless
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_4;Non...
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_5_direction;scared
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_5;Je suis désolée. Il... m'a attrapé.
sequences_a20_keller_ausgang_haupthalle_use_1#11;[The Butler pulls a gun on the woman who clings at the bag, scared. He closes the door. The Arab is a little off, do not know what to do.]
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_6_direction;threatening
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_6;Vous et votre petite amie... Vous avez cru pouvoir comploter derrière mon dos ?!
sequences_a20_keller_ausgang_haupthalle_use_1#13;[The Butler raises the gun to the head of the young woman. She's scared. The Arab gets awake again, takes a step on both, raises his hand soothingly.]
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_7_direction;pleadingly
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_7;Inch, non !
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_8_direction;gloomy, threatening
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_8;Vous méritez de mourir sur le champ.
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_9;Mais dans ce cas je ne pourrais pas obtenir l'Oeil.
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_10_direction;desperate, imploring
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_10;Ne lui faites pas de mal... S'il vous plait !
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_11;On verra.
sequences_a20_keller_ausgang_haupthalle_use_1#19;[The butler takes a bag, that he wears around his neck, and puts it on the floor. Then he points with his gun toward the stairs.]
spokentexts_a20_keller_ausgang_haupthalle_use_1_st_12;Allez, en route.
sequences_a20_keller_ausgang_haupthalle_use_1#21;[The young woman and the Arab throwing each other worried glances. Then they start to move, closely watched by the butler.]
sequences_a20_keller_ausgang_haupthalle_use_1#22;[While they still go fade out, continue in the raven's nest.]
texts_a20_keller_ausgang_rabennest_mo_leave_1;Monter
sequences_a20_keller_ausgang_rabennest_leave_1#1;[The Arab starts to descend the stairs.]
sequences_a20_keller_ausgang_rabennest_leave_1#2;[While he still goes fade out. Next in the raven's nest.]
texts_a20_keller_gluehbirne_mo_inventar_1__2;Ampoule
spokentexts_a20_keller_gluehbirne_ex_1_st_1;L'ampoule est sale, mais sinon elle a l'air en bon état.
spokentexts_a20_keller_gluehbirne_ex_1_st_2;Le plot est assez rouillé par contre...
spokentexts_a20_keller_gluehbirne_ex_2_st_1;Je peux à nouveau voir le métal. Le plot devrait pouvoir fermer le circuit maintenant !
texts_a20_keller_kabel_mo_ex_1__2;Examiner le câble
texts_a20_keller_kabel_mo_ex_3__4;Examiner la lampe
texts_a20_keller_kabel_mo_used_mit_a20_keller_gluehbirne_1__2;Visser l'ampoule dans la douille
texts_a20_keller_kabel_mo_used_mit_a20_rabennest_gluehbirne_kabel;Connecter les câbles
texts_a20_keller_kabel_mo_used_mit_a20_rabennest_messer;Utiliser le couteau avec le câble
spokentexts_a20_keller_kabel_ex_1_st_1;On a enlevé la lampe. On distingue encore les marques que les vis ont laissées.
spokentexts_a20_keller_kabel_ex_1_st_2;La câble a été coupé proprement.
spokentexts_a20_keller_kabel_ex_2_st_1;J'ai dénudé les fils de cuivre. Il n'y a aucun danger tant que l'électricité est coupée.
spokentexts_a20_keller_kabel_ex_3_st_1;La lampe est accrochée au câble électrique, lui même relié à l'interrupteur. Tant qu'il y a du courant, je devrais avoir de la lumière maintenant !
spokentexts_a20_keller_kabel_ex_4_st_1;Je crois que le plot est sale...
sequences_a20_keller_kabel_ex_4#2;[The Arab, turns the light bulb out, looks at it from below.]
spokentexts_a20_keller_kabel_ex_4_st_2;J'avais raison. Le plot est couvert de rouille.
spokentexts_a20_keller_kabel_ex_4_st_3;Le courant ne peut pas passer correctement, et tôt ou tard l'ampoule va lâcher.
sequences_a20_keller_kabel_ex_4#5;[The Arab takes the light bulb.]
spokentexts_a20_keller_kabel_ex_5_st_1;La douille est connectée au câble et il y a du courant. Il ne manque qu'une ampoule !
spokentexts_a20_keller_kabel_used_mit_a20_keller_gluehbirne_1_st_1;Cela n'a aucun sens. Tant que le plot est rouillé je vais simplement abîmer l'ampoule au lieu de l'allumer.
spokentexts_a20_keller_kabel_used_mit_a20_keller_gluehbirne_2_st_1;Nouvel essai...
sequences_a20_keller_kabel_used_mit_a20_keller_gluehbirne_2#2;[The Arab takes out the light bulb again, blows on the contact and then puts the bulb in the lamp.]
spokentexts_a20_keller_kabel_used_mit_a20_rabennest_gluehbirne_kabel_1_st_1;Je pourrais connecter les câbles ensemble, mais il faudrait d'abord que j'enlève l'isolation des câbles fixés au mur et de la lampe.
spokentexts_a20_keller_kabel_used_mit_a20_rabennest_gluehbirne_kabel_2_st_1;OK. Je vais entremêler les fils de la lampe avec ceux du câble électrique...
sequences_a20_keller_kabel_used_mit_a20_rabennest_gluehbirne_kabel_2#2;[The Arab twists the two cables, let hang the lamp.]
sequences_a20_keller_kabel_used_mit_a20_rabennest_messer#1;[The Arab pulls out his knife, first removes the isolation from the wire and then the tips of the isolation of both wires.]
spokentexts_a20_keller_kabel_used_mit_a20_rabennest_messer_st_1;OK. Le positif et le négatif sont dénudés.
texts_a20_keller_lichtschalter_mo_ex_1__2__4__5;Examiner l'interrupteur
texts_a20_keller_lichtschalter_mo_use_1__2;Allumer la lumière
spokentexts_a20_keller_lichtschalter_ex_1_st_1;C'est parti ! Je pense que...
sequences_a20_keller_lichtschalter_ex_1#2;[The Arab turns the switch, nothing happens. The Arab turns back the switch.]
spokentexts_a20_keller_lichtschalter_ex_1_st_2;Rien.
sequences_a20_keller_lichtschalter_ex_1#4;[The Arab releases the switch, is back down to normal.]
sequences_a20_keller_lichtschalter_ex_1#5;[From now on, the cable is selectable.]
spokentexts_a20_keller_lichtschalter_ex_2_st_1;Hmm. Oui. Il y avait une lampe ici, mais maintenant il ne reste plus qu'un câble.
spokentexts_a20_keller_lichtschalter_ex_3_st_1;Ça devrait marcher maintenant !
spokentexts_a20_keller_lichtschalter_ex_4_st_1;Quelque chose cloche avec la lampe !
spokentexts_a20_keller_lichtschalter_ex_5_st_1;Il y a du courant dans le câble mais ça ne sert à rien tant que je n'ai pas d'ampoule.
spokentexts_a20_keller_lichtschalter_use_1_st_1;Que la lumière soit !
sequences_a20_keller_lichtschalter_use_1#2;[The Arab is turning the switch. The lamp flickers briefly, then off again. The Arab turns the switch again.]
spokentexts_a20_keller_lichtschalter_use_1_st_2;Punaise.
sequences_a20_keller_lichtschalter_use_2#1;[The Arab turned on the switch, the light goes on.]
spokentexts_a20_keller_lichtschalter_use_2_st_1_direction;pleased with himself
spokentexts_a20_keller_lichtschalter_use_2_st_1;Et bien voilà.
texts_a20_keller_tisch_mo_ex_1__2;Examiner la table
spokentexts_a20_keller_tisch_ex_1_st_1;Si elle n'était pas si poussiéreuse, on pourrait facilement penser que quelqu'un a travaillé dessus.
spokentexts_a20_keller_tisch_ex_2_st_1;Quel genre d'histoires cette pièce pourrait-elle raconter ? Désespoir, colère, triomphe...
sequences_a20_keller_seq_a20_keller_erstmalig_betreten#0;[It can be heard a clicking sound like from a bolt. Then the secret door opens to the stairs.]
sequences_a20_keller_seq_a20_keller_erstmalig_betreten#1;[The Arab appears, looks around.]
spokentexts_a20_keller_seq_a20_keller_erstmalig_betreten_st_1;Il fait nuit noire ici...
texts_a20_rabennest_armeemesser_mo_ex_1;Couteau suisse
spokentexts_a20_rabennest_armeemesser_ex_1_st_1;Dès que je n'ai pas le couteau avec moi j'en ai besoin. Va-t-il m'être inutile ici, vu que je l'ai sur moi ?
texts_a20_rabennest_ausgang_dach_mo_leave_1;Retourner sur le toit
texts_a20_rabennest_ausgang_dach_mo_leave_2;Aller sur le toit
spokentexts_a20_rabennest_ausgang_dach_leave_1_st_1;Non. Mon boulot est d'amener Inch à la cave.
