characters_araber;Araber
sequences_a17_frachtraum_lastkran_haken_used_mit_umlenkrolle_2#1;[The Arab hangs the hook with the role on the hook.]
spokentexts_a17_frachtraum_lastkran_haken_used_mit_umlenkrolle_2_st_1;Hmm. Et maintenant ?
texts_a17_frachtraum_lastkran_steuerung_mo_ex_1;Examiner la commande de la grue
texts_a17_frachtraum_lastkran_steuerung_mo_use_1__2__3;Utiliser la commande de la grue
spokentexts_a17_frachtraum_lastkran_steuerung_ex_1_st_1_direction;interested
spokentexts_a17_frachtraum_lastkran_steuerung_ex_1_st_1;Hmm.
sequences_a17_frachtraum_lastkran_steuerung_ex_1#2;[The Arab takes the control in hand, presses a button. The hook comes down. The Arab looks at the hook. As the hook is down he let the button.]
spokentexts_a17_frachtraum_lastkran_steuerung_ex_2_st_1;Je suis sûr que la grue fonctionne toujours. Je n'ai pas le temps de jouer avec.
sequences_a17_frachtraum_lastkran_steuerung_use_1#1;[The Arab takes the control in hand, presses a button. The hook comes down. The Arab looks at the hook. As the hook is down he let the button.]
spokentexts_a17_frachtraum_lastkran_steuerung_use_1_st_1;Je pourrais faire ça toute la journée !
sequences_a17_frachtraum_lastkran_steuerung_use_2#1;[The Arab takes the control in hand, presses a button. The hook will start up again. The Arab looks and lets go of the button when it is up.]
spokentexts_a17_frachtraum_lastkran_steuerung_use_3_st_1;Cela me mènera nulle part !
sequences_a17_frachtraum_lastkran_steuerung_use_4#1;[The Arab, takes the crane control in his hand, breathes once briefly.]
spokentexts_a17_frachtraum_lastkran_steuerung_use_4_st_1;Cela me mènera nulle part !
sequences_a17_frachtraum_lastkran_steuerung_use_4#3;[The Arab presses the button. The hook is being pulled up, the hose is stretched. It crunches and finally the grid dissolves with a bang.]
sequences_a17_frachtraum_lastkran_steuerung_use_4#4;[Cut onto the front deck.]
sequences_a17_frachtraum_lastkran_steuerung_use_4#5;"[You hear a noise below decks. The guard was again just before falling asleep. He looks around, then thinks, ""Oh, who cares"" and make hisself comfortable again.]"
sequences_a17_frachtraum_lastkran_steuerung_use_4#6;[Cut back to the Cargo.]
sequences_a17_frachtraum_lastkran_steuerung_use_4#7;[The Arab stops the crane and let go of the control.]
spokentexts_a17_frachtraum_lastkran_steuerung_use_4_st_2;C'était plus bruyant que je m'y attendais. J'espère que personne n'a rien entendu !
spokentexts_a17_frachtraum_lastkran_steuerung_use_4_st_3;Avec de la chance, je serai en mesure de prévenir les autres sur ce médecin avant qu'il ne soit trop tard !
texts_a17_frachtraum_regal_mo_ex_1;Examiner l'étagère
texts_a17_frachtraum_regal_mo_use_1;Grimper sur l'étagère
texts_a17_frachtraum_regal_mo_use_2;Descendre de l'étagère
spokentexts_a17_frachtraum_regal_ex_1_st_1;Hmm... Qu'est-ce qu'il y a là-haut ?
sequences_a17_frachtraum_regal_ex_1#2;[The Arab climbs up the shelf and looks at the grid.]
spokentexts_a17_frachtraum_regal_ex_1_st_2;Une grille... La lumière du soleil brille à travers ! Et au-dessus, un tuyau coudé.
spokentexts_a17_frachtraum_regal_ex_2_st_1;Des étagères pour stocker et sécuriser la cargaison. Elles feraient une bonne échelle aussi !
sequences_a17_frachtraum_regal_use_1#1;[The Arab climbs up the shelf.]
sequences_a17_frachtraum_regal_use_2#1;[The Arab climbs down the shelf.]
texts_a17_frachtraum_schlauch_mo_betrachte_1-3;Examiner le tuyau
texts_a17_frachtraum_schlauch_mo_use;Utiliser le tuyau avec...
spokentexts_a17_frachtraum_schlauch_ex_1_st_1;Le feu constitue toujours une grande menace pour les navires. Il y a des alarmes incendie, des extincteurs et des tuyaux partout de nos jours.
sequences_a17_frachtraum_schlauch_ex_2#1;[The Arab takes the hose from the roll, keep it in a crook of the arm.]
sequences_a17_frachtraum_schlauch_ex_2#2;[He looks how the hose is attached and when he sees that it's only attached with a simple clamp, he solves it with his free hand.]
sequences_a17_frachtraum_schlauch_ex_2#3;[He goes slightly towards the crane and places the hose there.]
spokentexts_a17_frachtraum_schlauch_ex_2_st_1;Ces tuyaux sont assez polyvalent - ils peuvent tout à fait faire office de cordes d'escalade dans un bâtiment que vous avez l'intention de cambrioler.
sequences_a17_frachtraum_schlauch_use_1#1;[As soon as you click on the hose, it sticks to the cursor and you can use it with other objects in the scene.]
texts_a17_frachtraum_schott_mo_ex_1__2;Examiner la porte
spokentexts_a17_frachtraum_schott_ex_1_st_1;On dirait que Inch a verrouillé la porte de l'intérieur...
sequences_a17_frachtraum_schott_ex_1#2;[The Arab tries to open the door, wont move.]
spokentexts_a17_frachtraum_schott_ex_1_st_2;Ca ne bougera pas.
spokentexts_a17_frachtraum_schott_ex_1_st_3;Je pense que c'est une porte de sécurité conçu pour protéger le reste du navire dans le cas où il y aurait une fuite dans la soute.
spokentexts_a17_frachtraum_schott_ex_1_st_4;Et les portes sont conçues afin qu'elles ne s'ouvrent que d'un côté ...
spokentexts_a17_frachtraum_schott_ex_2_st_1;Non, ce ne marchera pas.
spokentexts_a17_frachtraum_schott_ex_2_st_2;Non, il doit y avoir un autre moyen !
texts_a17_frachtraum_tuer_mo_ex_1;Examiner la porte
spokentexts_a17_frachtraum_tuer_ex_1_st_1;J'imagine que l'adjoint Oliver est toujours de garde. Il a inspecté la soute ce matin.
spokentexts_a17_frachtraum_tuer_ex_2_st_1;Impossible d'utiliser cette sortie tant que cet Officier garde par la porte. Je dois trouver un autre moyen.
texts_a17_frachtraum_umlenkrolle_mo_ex_1;Examiner l'étagère
texts_a17_frachtraum_umlenkrolle_mo_use_1;Utiliser la poulie avec...
spokentexts_a17_frachtraum_umlenkrolle_ex_1_st_1;Qu'est-ce que c'est ?
sequences_a17_frachtraum_umlenkrolle_ex_1#2;[The Arab grabs in the shelf and pulls out a large role with a  hook.]
spokentexts_a17_frachtraum_umlenkrolle_ex_1_st_2;Ouah ! C'est lourd.
spokentexts_a17_frachtraum_umlenkrolle_ex_1_st_3;Tout est un plus grand et plus lourd sur un navire, poulies incluses.
sequences_a17_frachtraum_umlenkrolle_ex_1#5;[The Arab puts the hook back with the role on the shelf.]
sequences_a17_frachtraum_umlenkrolle_use_1#1;[At left click the role is attached at the cursor and can be used with other objects in the scene.]
texts_a17_frachtraum_zelle_mo_ex_1;Examiner la cellule
spokentexts_a17_frachtraum_zelle_ex_1_st_1;Dès que l'Officier Zellner et l'inspecteur Legrand seront hors de danger, je reviendrais dans la cellule.
spokentexts_a17_frachtraum_zelle_ex_1_st_2;Si ils arrêtent le bon docteur, j'espère qu'ils seront clément pour un pauvre passager clandestin.
texts_a17_zelle_auftritt_onscreen;Le matin suivant...
sequences_a17_zelle_seq_a17_zelle_auftritt_des_butlers#0;[The Arab is in the cell, goes up and down (or turns here and there). He is restless, anxious.]
sequences_a17_zelle_seq_a17_zelle_auftritt_des_butlers#1;[A noise is coming from the direction of the bulkhead, which leads to the interior of the ship. The Arab looks at it, the bulkhead opens. The butler enters.]
sequences_a17_zelle_seq_a17_zelle_auftritt_des_butlers#2;[The Arab are anxious. He looks at the butler when he is approaching and hes carefully watching the surrounding area.]
sequences_a17_zelle_seq_a17_zelle_auftritt_des_butlers#3;[Finally, the butler stands in front of the cell and crosses his arms. He says nothing, it comes to an unpleasant pause. The Arab looks guiltily at the floor.]
texts_a17_zelle_becher_mo_ex_1;Examiner la tasse
texts_a17_zelle_becher_mo_use;Utiliser la tasse avec ...
spokentexts_a17_zelle_becher_ex_1_st_1_direction;sarcastic
spokentexts_a17_zelle_becher_ex_1_st_1;Ils m'ont gâtés avec cette tasse d'eau minérale au goût métallique. Si je suis vraiment chanceux ils me jetteront quelques miettes de pain !
sequences_a17_zelle_becher_use_1#1;[Clicking the cup sticks to the cursor and can be used with anything in the scene.]
texts_a17_zelle_brett_mo_ex_1;Examinez la planche
texts_a17_zelle_brett_mo_use;Utiliser la planche avec...
texts_a17_zelle_brett_mo_used_mit_becher;Jeter la tasse
texts_a17_zelle_brett_mo_used_mit_decke;Jeter la couverture sur la planche
spokentexts_a17_zelle_brett_ex_1_st_2;Quelqu'un devrait enlever cette planche avant que ce clou ne soit piétiné.
spokentexts_a17_zelle_brett_ex_1_st_1;Cette planche pourrait faire partie de mon évasion spectaculaire.
sequences_a17_zelle_brett_use_1#1;[Clicking the board stuck to the cursor and can be used with anything in the scene.]
spokentexts_a17_zelle_brett_used_mit_becher_st_1;Jeter la tasse sur ce clou d'ici serait une véritable performance.
spokentexts_a17_zelle_brett_used_mit_becher_st_2;Mais il n'y a pas de public pour admirer ma performance. Et ça ne me fera pas sortir de là non plus.
sequences_a17_zelle_brett_used_mit_decke#1;[The Arab takes the blanket presses it through the grid bars and throws then the end of the blanket to the board. The other one he keeps in his hand.]
sequences_a17_zelle_brett_used_mit_decke#2;[The blanket has sticked on the nail. Slowly the Arab pulls back the blanket.]
spokentexts_a17_zelle_brett_used_mit_decke_st_1;La couverture s'est accrochée sur le clou !
sequences_a17_zelle_brett_used_mit_decke#4;[The Arab picks up the blanket and puts it back. Then he bends down and picks the board.]
spokentexts_a17_zelle_brett_used_mit_decke_st_2;Une planche et un clou !
sequences_a17_zelle_brett_used_mit_decke#6;[The Arab turned the nail out of the board and takes it. Then he puts the board to the grid.]
texts_a17_zelle_decke_mo_ex_1;Regarder la couverture
texts_a17_zelle_decke_mo_use;Utiliser la couverture avec...
spokentexts_a17_zelle_decke_ex_1_st_1;Je n'ai pas dormi la nuit dernière. Je pouvais juste penser à Alex. C'est terrible de ne pas savoir ce qui s'est passé.
sequences_a17_zelle_decke_use_1#1;[Clicking the blanket sticks to the cursor and can be used with anything in the scene.]
texts_a17_zelle_gitter_mo_ex_1__2;Examiner les barreaux
texts_a17_zelle_gitter_mo_used_mit_becher;Faire du bruit
texts_a17_zelle_gitter_mo_used_mit_brett;Plier les barreaux avec la planche
spokentexts_a17_zelle_gitter_ex_1_st_1;Je suppose que cette cage est une sorte de cellule de détention pour l'équipage.
sequences_a17_zelle_gitter_ex_1#2;[The Arab shakes the bars.]
spokentexts_a17_zelle_gitter_ex_1_st_2;Ce n'est pas la prison la plus imprenable du monde, mais c'est toujours un problème.
sequences_a17_zelle_gitter_ex_2#1;[The Arab shakes the bars.]
spokentexts_a17_zelle_gitter_used_mit_becher_st_1;J'ai vu des films dans lesquels les prisonniers appelaient leurs gardes comme ça.
spokentexts_a17_zelle_gitter_used_mit_becher_st_2;Mais c'est inutile. Je ne peux pas expliquer la situation au bobby sans mettre en danger notre plan.
spokentexts_a17_zelle_gitter_used_mit_brett_st_1;La planche est trop mince pour plier les barreaux. elle casserait.
texts_a17_zelle_nagel_mo_inventar;Clou
texts_a17_zelle_nagel_mo_used_mit_becher;Un clou aplatit
spokentexts_a17_zelle_nagel_ex_1_st_1;Un assez grand clou en acier. Je l'ai sorti de la planche.
spokentexts_a17_zelle_nagel_used_mit_becher_st_1;Hmm. Si je pouvais marteler le clou, il pourrait probablement s'adapter au trou de la serrure. Mais j'aurais besoin d'un marteau et d'une enclume pour cela. La tasse ne suffira pas.
texts_a17_zelle_scharniere_mo_ex_1__2;Examiner la charnière
texts_a17_zelle_scharniere_mo_use_1;Appuyer sur la cheville de la charnière
texts_a17_zelle_scharniere_mo_used_mit_nagel;Appuyer sur la cheville de la charnière avec le clou
spokentexts_a17_zelle_scharniere_ex_1_st_1;Comme tout le reste sur ce bateau, les barreaux et les charnières commencent a dater.
spokentexts_a17_zelle_scharniere_ex_1_st_2;Mais elles sont encore beaucoup trop solide pour me permettre d'enfoncer la porte.
spokentexts_a17_zelle_scharniere_ex_2_st_1;De conception très simple. Une cheville métallique relie la porte au cadre...
sequences_a17_zelle_scharniere_ex_2#2;[The Arab tries to push the pin out of the hinge.]
spokentexts_a17_zelle_scharniere_ex_2_st_2;La cheville s'intègre parfaitement dans la charnière. Je ne peux pas la sortir, mes doigts sont trop gros pour ça.
sequences_a17_zelle_scharniere_use_1#1;[The Arab tries to push the pin out of the hinge.]
sequences_a17_zelle_scharniere_used_mit_nagel#1;[The Arab pulls out the nail and tries to squeeze the metal pin out of the top hinge with help of the nail.]
spokentexts_a17_zelle_scharniere_used_mit_nagel_st_1_direction;with effort
spokentexts_a17_zelle_scharniere_used_mit_nagel_st_1;Je pense que ça peut marcher !
sequences_a17_zelle_scharniere_used_mit_nagel#3;[The Arab picks up the cup and used it as a hammer. He hits a few times on the nail, then the pin is far enough out, to pull out.]
spokentexts_a17_zelle_scharniere_used_mit_nagel_st_2;Et d'une !
sequences_a17_zelle_scharniere_used_mit_nagel#5;[The Arab kneels down and gets out also the second pin. He puts aside nail and cup, then kicks once against the cell door on the side of the hinges.]
sequences_a17_zelle_scharniere_used_mit_nagel#6;[The door jumps out of the hinges. He pushes the door open a bit, then slippes through.]
spokentexts_a17_zelle_scharniere_used_mit_nagel_st_3;Je vais la raccrocher sur le châssis et, si je suis chanceux, personne ne remarquera mon évasion.
sequences_a17_zelle_scharniere_used_mit_nagel#8;[The Arab hangs the door in again.]
texts_a17_zelle_schloss_mo_ex_1__2;Examiner la serrure
texts_a17_zelle_schloss_mo_used_mit_brett;Crocheter la serrure
texts_a17_zelle_schloss_mo_used_mit_nagel;Crocheter la serrure avec le clou
sequences_a17_zelle_schloss_ex_1#1;[The Arab kneels down and touches the lock (idle).]
spokentexts_a17_zelle_schloss_ex_1_st_1;Hmm. La serrure semble assez moderne. Il faut une petite clé, avec cinq broches... Je pourrais la crocheter avec les bons outils.
sequences_a17_zelle_schloss_ex_1#3;[The Arab gets up again.]
spokentexts_a17_zelle_schloss_ex_2_st_1;C'est une serrure normale. Je parie que je pourrais la crocheter si j'avais un fils ou quelque chose comme ça.
spokentexts_a17_zelle_schloss_used_mit_brett_st_1;J'aurais besoin de dix de ces planches avant que la serrure ne cède.
spokentexts_a17_zelle_schloss_used_mit_nagel_st_1;Je doute que cela fonctionne.
sequences_a17_zelle_schloss_used_mit_nagel#2;[The Arab touches the lock, trying to put in the nail. He pulls his hands back.]
spokentexts_a17_zelle_schloss_used_mit_nagel_st_2_direction;"""As I thought"""
spokentexts_a17_zelle_schloss_used_mit_nagel_st_2;Ouais. Le clou est trop épais pour entrer dans le trou de la serrure.
sequences_a17_zelle_seq_a17_zelle_abgang_des_butlers#0;[Ohi makes the last few steps up the stairs, then he goes through the door and locks it from the outside.]
sequences_a17_zelle_seq_a17_zelle_abgang_des_butlers#1;[A short time it is quiet, then the butler comes back to the front and stands in front of the cage.]
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_1;Ce Zellner ne faisait pas partie du plan. Je n'aime pas ça.
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_2;Il tâtonne dans l'obscurité. Legrand est le vrai problème.
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_3;Pourtant, je dois le faire sortir de l'équation.
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_4;Comment ?
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_5;Le Dr Gebhardt a tué la baronne. C'est quelqu'un d'organisé. Mais pas assez intelligent pour m'empêcher de le découvrir.
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_6_direction;happily surprised
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_6;Donc, vous avez juste à mettre Legrand sur sa piste et alors je serais libre !
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_7;C'est ce que je pensais faire au début. Mais ensuite j'ai pensé, pourquoi passer à coté de l'occasion ?
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_8;Je mets Zellner sur la piste du bon docteur.
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_9;Il va pousser Gebhardt dans ses retranchements et quand il sera à bout, il s'occupera notre ami suisse. Peut-être même de Legrand, si nous sommes vraiment chanceux.
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_10;Vous ne pouvez pas faire ça ! Ce vieil homme faisait tout simplement son travail !
sequences_a17_zelle_seq_a17_zelle_abgang_des_butlers#12;[The Butler shrugs with his shoulders.]
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_11;Et moi de même.
sequences_a17_zelle_seq_a17_zelle_abgang_des_butlers#14;[The butler goes back towards the bulkhead.]
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_12;Inch ! Trop de sang a été versé !
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_14;Inch ! PLUS DE MORTS !
sequences_a17_zelle_seq_a17_zelle_abgang_des_butlers#18;[The butler climbs through the bulkhead, closes it and locks it from the inside.]
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_15;Merde !
spokentexts_a17_zelle_seq_a17_zelle_abgang_des_butlers_st_16;Je... Je dois sortir d'ici et avertir l'Officier Zellner !
texts_butler_top_a17_butler_anfang_hallo_tseq_title;Bonjour.
spokentexts_butler_top_a17_butler_anfang_hallo_tseq_st_1_direction;intimidated, carefully
spokentexts_butler_top_a17_butler_anfang_hallo_tseq_st_1;Bonjour.
sequences_butler_top_a17_butler_anfang_hallo_tseq#1;[The butler moves briefly, for example puts his head on his shoulder. He's still waiting.]
texts_butler_top_a17_butler_anfang_nicht_meine_schuld_tseq_title;Ce n'était pas de ma faute !
spokentexts_butler_top_a17_butler_anfang_nicht_meine_schuld_tseq_st_1;Ce... Ce n'était pas de ma faute !
spokentexts_butler_top_a17_butler_anfang_nicht_meine_schuld_tseq_st_2_direction;played ignorant, slightly angry
spokentexts_butler_top_a17_butler_anfang_nicht_meine_schuld_tseq_st_2;Qu'est-ce qui n'était pas de votre faute ?
spokentexts_butler_top_a17_butler_anfang_nicht_meine_schuld_tseq_st_3_direction;hissing, increasingly angry
spokentexts_butler_top_a17_butler_anfang_nicht_meine_schuld_tseq_st_3;Que vous vous baladiez sur le navire ? Que vous vous fassiez attraper ? Que vous ayez mis en danger l'ensemble du plan ?
spokentexts_butler_top_a17_butler_anfang_nicht_meine_schuld_tseq_st_4_direction;angry hissing
spokentexts_butler_top_a17_butler_anfang_nicht_meine_schuld_tseq_st_4;Que vous M'AYEZ mis en danger ?
sequences_butler_top_a17_butler_anfang_nicht_meine_schuld_tseq#4;[The Butler pulls a gun, bangs it with his open hand against the cell bars, in this pose he will stop (idle). The Arab recoils.]
texts_butler_top_a17_butler_anfang_was_ist_passiert_tseq_title;Que s'est-il passé ?
spokentexts_butler_top_a17_butler_anfang_was_ist_passiert_tseq_st_1;Qu'est-ce... Qu'est-ce qui s'est passé la nuit dernière ?
spokentexts_butler_top_a17_butler_anfang_was_ist_passiert_tseq_st_2_direction;played ignorant, slightly angry
spokentexts_butler_top_a17_butler_anfang_was_ist_passiert_tseq_st_2;Qu'est-ce qui s'est passé ?
sequences_butler_top_a17_butler_anfang_was_ist_passiert_tseq#4;[The Butler pulls a gun, bangs it with his open hand against the cell bars, in this pose he will stop (idle). The Arab recoils.]
texts_butler_top_a17_butler_gespraech_eingang_tseq_title;Comment s'est-il échappé ?
spokentexts_butler_top_a17_butler_gespraech_eingang_tseq_st_1;Comment êtes-vous venu ici ?
spokentexts_butler_top_a17_butler_gespraech_eingang_tseq_st_2;Je suis plus que capable de trouver l'entrée d'une soute.
spokentexts_butler_top_a17_butler_gespraech_eingang_tseq_st_3_direction;at the end sneaky
spokentexts_butler_top_a17_butler_gespraech_eingang_tseq_st_3;C'est d'ailleurs un jeu d'enfant. Ce n'est pas comme si je devais ramper à travers des puits de ventilation ou de quelque chose d'aussi idiot...
texts_butler_top_a17_butler_gespraech_was_ist_passiert_tseq_title;Qui a tiré sur qui hier ?
spokentexts_butler_top_a17_butler_gespraech_was_ist_passiert_tseq_st_1_direction;carefully
spokentexts_butler_top_a17_butler_gespraech_was_ist_passiert_tseq_st_1;Qu'est-ce... Qu'est-ce qui s'est passé la nuit dernière ?
spokentexts_butler_top_a17_butler_gespraech_was_ist_passiert_tseq_st_2;La baronne a été assassinée.
spokentexts_butler_top_a17_butler_gespraech_was_ist_passiert_tseq_st_3;Elle a... hum... vous... ?
spokentexts_butler_top_a17_butler_gespraech_was_ist_passiert_tseq_st_4;Non, si cela ne tenait qu'à moi, elle aurait eu un accident il y a des semaines.
spokentexts_butler_top_a17_butler_gespraech_was_ist_passiert_tseq_st_5;Au lieu de cela, quelqu'un a tiré sur la vieille chouette en plein coeur, à bout portant.
spokentexts_butler_top_a17_butler_gespraech_was_ist_passiert_tseq_st_6;Est-ce qu'on doit tout annuler ?
spokentexts_butler_top_a17_butler_gespraech_was_ist_passiert_tseq_st_7;Non. Monsieur X est prêt et en tant que son représentant, je devrais être en mesure de me déplacer librement dans le musée. La mort de la vieille sorcière ne change rien.
